Tier;Material Group;Raw material;Processstep;Impactcountry;Environmentalimpactgroup;Indicator unit;Material_ePKI_intensity;Valued_Ekpi_intensity
3.0;Leather;Leather - beef - calf - conventional;Abattoir;United States;GHGs;kg CO2e;0.5134819043;0.0377292557111
4.0;Metal;Metal - neodymium;Extraction;Australia;GHGs;kg CO2e;24.9671531334;1.83451860146
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;5.66634587773;0.4163477053
4.0;Metal;Metal - nickel;Extraction;Australia;GHGs;kg CO2e;9.52207280373;0.699656047668
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;5.66634587773;0.4163477053
4.0;Metal;Metal - zamak;Extraction;Australia;GHGs;kg CO2e;2.20802552673;0.162239718706
3.0;Plant Fibers;Plant Fibers - cotton - organic;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;5.66634587773;0.4163477053
4.0;Metal;Metal - gold - 18kt - yellow - Kering responsible;Extraction;Australia;GHGs;kg CO2e;5617.13311465;412.731685131
3.0;Plant Fibers;Plant Fibers - hemp;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;5.66634587773;0.4163477053
4.0;Natural Stones;Natural Stones - semi precious stones - conventional;Extraction;Australia;GHGs;kg CO2e;0.0306358045424;0.00225103571093
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;6.09371560925;0.447749672436
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;4.24941835224;0.312235719103
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;6.09371560925;0.447749672436
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;4.24941835224;0.312235719103
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;United States;GHGs;kg CO2e;6.09371560925;0.447749672436
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;4.24941835224;0.312235719103
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;United States;GHGs;kg CO2e;0.8661206441;0.0636401925448
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;4.24941835224;0.312235719103
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Staple fiber production;United States;GHGs;kg CO2e;0.788195752222;0.0579144831336
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;8.59068792611;0.631220416502
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;United States;GHGs;kg CO2e;4.39726112852;0.323098804762
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Austria;GHGs;kg CO2e;4.29534396306;0.315610208251
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;United States;GHGs;kg CO2e;1.27767749322;0.09388027203
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Austria;GHGs;kg CO2e;3.71500799;0.272968697143
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;United States;GHGs;kg CO2e;0.704108126555;0.0517359527816
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Austria;GHGs;kg CO2e;16.9219753172;1.24338078623
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Processing;United States;GHGs;kg CO2e;2.85305364028;0.209634632594
4.0;Synthetic Stones;Synthetic Stones;Extraction;Austria;GHGs;kg CO2e;0.0302498853;0.00222267941316
3.0;Plastic;Plastic - acetal;Processing;United States;GHGs;kg CO2e;15.5679124164;1.14388792191
4.0;Metal;Metal - brass - conventional;Extraction;Austria;GHGs;kg CO2e;6.622307724;0.486589185372
3.0;Plastic;Plastic - pp;Processing;United States;GHGs;kg CO2e;2.62154341487;0.192623890013
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Bangladesh;GHGs;kg CO2e;0.498802760333;0.036650672081
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;United States;GHGs;kg CO2e;1.64007810605;0.120508484781
3.0;Leather;Leather - goat - conventional;Abattoir;Bangladesh;GHGs;kg CO2e;0.790846536439;0.0581092555584
3.0;Synthetic Fibers;Synthetic Fibers - neoprene;Processing;United States;GHGs;kg CO2e;2.42925272468;0.178494892359
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;Bangladesh;GHGs;kg CO2e;0.8661206441;0.0636401925448
3.0;Plastic;Plastic - acetate - eyewear;Processing;United States;GHGs;kg CO2e;0.93447401372;0.0686626124967
3.0;Plant Fibers;Plant Fibers - hemp;Ginning;Bangladesh;GHGs;kg CO2e;0.0001603645;1.178314791e-05
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;United States;GHGs;kg CO2e;3.89684586872;0.2863296506
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Bangladesh;GHGs;kg CO2e;0.736582651145;0.0541220926477
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;United States;GHGs;kg CO2e;127.198801364;9.34622245229
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Belarus;GHGs;kg CO2e;0.5134819043;0.0377292557111
4.0;Precious skin;Precious skin - croc and gator - farmed;Animal rearing;United States;GHGs;kg CO2e;85.1394214472;6.25581344927
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Belarus;GHGs;kg CO2e;1.2463129035;0.0915756871633
4.0;Plastic;Plastic - pp;Extraction;United States;GHGs;kg CO2e;0.120960827424;0.0088878730695
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Belarus;GHGs;kg CO2e;3.7944282913;0.278804285177
4.0;Rubber;Rubber - synthetic;Extraction;United States;GHGs;kg CO2e;0.156248375088;0.0114807062309
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Belarus;GHGs;kg CO2e;0.2032088203;0.0149312322005
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;United States;GHGs;kg CO2e;0.0690974841;0.0050770954629
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Belgium;GHGs;kg CO2e;0.5134819043;0.0377292557111
4.0;Synthetic Fibers;Synthetic Fibers - neoprene;Extraction;United States;GHGs;kg CO2e;0.115036231281;0.00845254983609
3.0;Animal Fibers;Animal Fibers - mohair - restorative grazing;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.31583835889;0.317116080794
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;United States;GHGs;kg CO2e;0.234383198434;0.0172218408361
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.31583835889;0.317116080794
4.0;Metal;Metal - gold - 18kt - yellow - Kering responsible;Extraction;United States;GHGs;kg CO2e;5431.42796045;399.086574775
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.31583835889;0.317116080794
4.0;Metal;Metal - gold - 24kt - Kering responsible;Extraction;United States;GHGs;kg CO2e;7218.66116925;530.407616832
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.31583835889;0.317116080794
4.0;Metal;Metal - gold - 24kt - conventional;Extraction;United States;GHGs;kg CO2e;28438.2631151;2089.56633538
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.3727799708;0.321299995784
4.0;Metal;Metal - gold - 9kt - white - Kering responsible;Extraction;United States;GHGs;kg CO2e;2735.96232972;201.031081114
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.3727799708;0.321299995784
4.0;Plastic;Plastic - acetate - eyewear;Extraction;United States;GHGs;kg CO2e;2.78467345047;0.204610241968
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;4.3727799708;0.321299995784
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;United States;GHGs;kg CO2e;0.9514785994;0.069912063268
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;Belgium;GHGs;kg CO2e;2.9053993;0.213480849499
4.0;Wood;Wood - softwood;Production;United States;GHGs;kg CO2e;0.0209126363;0.0015366037166
3.0;Plant Fibers;Plant Fibers - linen - conventional;Ginning;Belgium;GHGs;kg CO2e;0.2975827996;0.0218655758797
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Uruguay;GHGs;kg CO2e;0.87714222018;0.0644500280206
3.0;Plastic;Plastic - polystyrene;Processing;Belgium;GHGs;kg CO2e;3.4292489699;0.251971900468
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Washing;Uruguay;GHGs;kg CO2e;0.830427465068;0.0610175546922
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Belgium;GHGs;kg CO2e;1.2463129035;0.0915756871633
4.0;Animal Fibers;Animal Fibers - wool - regenerated;Animal rearing;Uruguay;GHGs;kg CO2e;66.1806580088;4.86277500382
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Belgium;GHGs;kg CO2e;3.7944282913;0.278804285177
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Vietnam;GHGs;kg CO2e;0.639564596177;0.0469934694697
3.0;Plastic;Plastic - nylon - eyewear;Processing;Belgium;GHGs;kg CO2e;0.618384911808;0.0454372437862
3.0;Plastic;Plastic - pe;Processing;Vietnam;GHGs;kg CO2e;11.7497421022;0.863339137367
3.0;Plastic;Plastic - acetal - recycled;Processing;Belgium;GHGs;kg CO2e;1.36417774392;0.100236075517
3.0;Rubber;Rubber - synthetic;Processing;Vietnam;GHGs;kg CO2e;4.53585951043;0.333282637432
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Belgium;GHGs;kg CO2e;18.0702537374;1.32775316582
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Vietnam;GHGs;kg CO2e;0.840152185399;0.0617321007297
4.0;Plant Fibers;Plant Fibers - linen - organic;Crop farming;Belgium;GHGs;kg CO2e;0.913931953419;0.0671532376981
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Vietnam;GHGs;kg CO2e;55.7949849145;4.09966395234
4.0;Plastic;Plastic - abs;Extraction;Belgium;GHGs;kg CO2e;0.1967944788;0.0144599238084
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Vietnam;GHGs;kg CO2e;5.58313480362;0.410233581576
4.0;Plastic;Plastic - pe;Extraction;Belgium;GHGs;kg CO2e;0.2031788731;0.0149290317616
4.0;Plastic;Plastic - pe;Extraction;Vietnam;GHGs;kg CO2e;0.2031788731;0.0149290317616
4.0;Plastic;Plastic - pvc;Extraction;Belgium;GHGs;kg CO2e;0.0861581846;0.00633066939878
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Vietnam;GHGs;kg CO2e;0.0690974841;0.0050770954629
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;Belgium;GHGs;kg CO2e;0.9514785994;0.069912063268
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Vietnam;GHGs;kg CO2e;0.216958557652;0.0159415255568
4.0;Paper;Paper - paper and cardboard - uncertified;Production;Belgium;GHGs;kg CO2e;0.779062095261;0.0572433668271
3.0;Precious skin;Precious skin - croc and gator - farmed;Abattoir;Zambia;GHGs;kg CO2e;5.89411246068;0.433083375201
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Bosnia and Herzegovina;GHGs;kg CO2e;17.013113274;1.25007735576
3.0;Leather;Leather - sheep - lamb - conventional;Abattoir;Algeria;Waste;kg;0.0342583342549;0.000642496652063
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Brazil;GHGs;kg CO2e;0.5134819043;0.0377292557111
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Algeria;Waste;kg;0.0097323321;0.000182507259996
3.0;Leather;Leather - sheep/goat - conventional;Abattoir;Brazil;GHGs;kg CO2e;0.538604546769;0.0395751992467
4.0;Leather;Leather - sheep - lamb - conventional;Animal rearing;Algeria;Waste;kg;1.29998e-05;2.46403906504e-07
3.0;Leather;Leather - beef - calf - salpa;Abattoir;Brazil;GHGs;kg CO2e;0.000855518;6.28611390531e-05
3.0;Animal Fibers;Animal Fibers - wool - organic;Washing;Argentina;Waste;kg;0.0602870462436;0.00299066165013
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Brazil;GHGs;kg CO2e;0.8609904491;0.0632632397498
4.0;Fur;Fur;Animal rearing;Argentina;Waste;kg;0.395638289443;0.0196218725996
3.0;Leather;Leather - sheep/goat - conventional;Tanning - WB_FL;Brazil;GHGs;kg CO2e;1.0541711125;0.0774576302178
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Argentina;Waste;kg;0.0375243303032;0.00186114380096
3.0;Plant Fibers;Plant Fibers - linen - conventional;Ginning;Brazil;GHGs;kg CO2e;0.2975869114;0.0218658780036
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Argentina;Waste;kg;0.756945961403;0.0375401111549
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Brazil;GHGs;kg CO2e;8149.64368435;598.813683494
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Argentina;Waste;kg;0.0226254263609;0.0011286553395
3.0;Metal;Metal - steel;Processing;Brazil;GHGs;kg CO2e;1.36063853634;0.0999760241559
4.0;Metal;Metal - silver;Extraction;Argentina;Waste;kg;1.80196e-05;9.06881255752e-07
4.0;Leather;Leather - sheep/goat - conventional;Animal rearing;Brazil;GHGs;kg CO2e;33.645931707;2.47221167948
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Australia;Waste;kg;0.0192702127471;0.000482130883206
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;Brazil;GHGs;kg CO2e;0.101693326002;0.00747214939558
3.0;Precious skin;Precious skin - croc and gator - farmed;Abattoir;Australia;Waste;kg;0.241791563217;0.00604717864962
4.0;Natural Stones;Natural Stones - semi precious stones - conventional;Extraction;Brazil;GHGs;kg CO2e;0.0306230781224;0.00225010060816
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Washing;Australia;Waste;kg;0.647961800164;0.0162073721202
3.0;Leather;Leather - sheep - lamb - conventional;Abattoir;Bulgaria;GHGs;kg CO2e;0.4547176683;0.0334114192535
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Washing;Australia;Waste;kg;0.1045435131;0.00261475505205
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Bulgaria;GHGs;kg CO2e;17.0713968265;1.2543598729
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Australia;Waste;kg;0.3050771934;0.00763356380735
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Bulgaria;GHGs;kg CO2e;0.0839598;0.00616913806918
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Australia;Waste;kg;0.202152132857;0.00505574320522
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;Bulgaria;GHGs;kg CO2e;0.1169486137;0.00859306650224
3.0;Natural Stones;Natural Stones - diamonds;Cutting;Australia;Waste;kg;327.751641302;8.19665788885
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Bulgaria;GHGs;kg CO2e;0.2032088203;0.0149312322005
3.0;Leather;Leather - kangaroo;Tanning - RH_WB;Australia;Waste;kg;0.0097323321;0.000243425795923
3.0;Plant Fibers;Plant Fibers - cotton - organic;Ginning;Cameroon;GHGs;kg CO2e;0.683226926543;0.0502016589181
3.0;Metal;Metal - aluminium;Processing;Australia;Waste;kg;1.88504114309;0.0487132204022
3.0;Fur;Fur - fox;Abattoir;Canada;GHGs;kg CO2e;3.01154232452;0.221279950657
3.0;Metal;Metal - bronze;Processing;Australia;Waste;kg;0.0003136285;8.07213598986e-06
3.0;Metal;Metal - steel - recycled;Processing;Canada;GHGs;kg CO2e;0.730132839866;0.0536481780325
3.0;Metal;Metal - copper;Processing;Australia;Waste;kg;0.0003136285;8.07213598986e-06
4.0;Leather;Leather - beef - calf - conventional;Animal rearing;Canada;GHGs;kg CO2e;28.893879431;2.12304378481
3.0;Metal;Metal - zinc;Processing;Australia;Waste;kg;0.0003136285;8.07213598986e-06
3.0;Plant Fibers;Plant Fibers - cotton - organic;Ginning;Central African Republic;GHGs;kg CO2e;0.683226926543;0.0502016589181
4.0;Natural Stones;Natural Stones - diamonds;Extraction;Australia;Waste;kg;107034.791105;2679.02259728
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Central African Republic;GHGs;kg CO2e;1.349838536;0.0991824694638
4.0;Animal Fibers;Animal Fibers - mohair - conventional;Animal rearing;Australia;Waste;kg;43.9143272572;1.09824726621
3.0;Leather;Leather - beef - calf - conventional;Abattoir;Chile;GHGs;kg CO2e;0.5134819043;0.0377292557111
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Australia;Waste;kg;0.122932080969;0.0030744286038
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Chile;GHGs;kg CO2e;1.20336018109;0.0884196377802
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Australia;Waste;kg;0.01915409548;0.000479019954115
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Washing;Chile;GHGs;kg CO2e;4.12836393772;0.303340969507
4.0;Precious skin;Precious skin - croc and gator - farmed;Animal rearing;Australia;Waste;kg;1.68208870443;0.0420686722406
3.0;Metal;Metal - bronze;Processing;Chile;GHGs;kg CO2e;0.938424535537;0.0689528861102
4.0;Animal Fibers;Animal Fibers - wool - regenerated;Animal rearing;Australia;Waste;kg;0.0182476678;0.000460262663917
3.0;Metal;Metal - brass - conventional;Processing;Chile;GHGs;kg CO2e;0.11575260159;0.00850518678079
4.0;Metal;Metal - nickel;Extraction;Australia;Waste;kg;1.56153703421;0.0390517576756
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Chile;GHGs;kg CO2e;46.3044545098;3.40232555448
4.0;Leather;Leather - sheep/goat - conventional;Animal rearing;Australia;Waste;kg;1.29998e-05;3.34824162885e-07
4.0;Metal;Metal - bronze;Extraction;Chile;GHGs;kg CO2e;0.553689141444;0.0406835742936
4.0;Metal;Metal - brass - conventional;Extraction;Australia;Waste;kg;6.62951e-05;1.73492364368e-06
4.0;Metal;Metal - neodymium;Extraction;Chile;GHGs;kg CO2e;4.74540959244;0.34867980832
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0378632855908;0.000442280270046
4.0;Metal;Metal - silver;Extraction;Chile;GHGs;kg CO2e;18.9603250441;1.393153188
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0378632855908;0.000442280270046
4.0;Metal;Metal - tin;Extraction;Chile;GHGs;kg CO2e;2.10441734421;0.154626870855
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0378632855908;0.000442280270046
4.0;Metal;Metal - brass - conventional;Extraction;Chile;GHGs;kg CO2e;6.6929245745;0.491777919751
3.0;Animal Fibers;Animal Fibers - silk - organic;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0378632855908;0.000442280270046
3.0;Fur;Fur;Abattoir;China;GHGs;kg CO2e;1.8254128803;0.134126380623
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0378632855908;0.000442280270046
3.0;Leather;Leather - beef - calf - conventional;Abattoir;China;GHGs;kg CO2e;0.56913828694;0.0418187355448
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0534057797156;0.000624710916585
3.0;Leather;Leather - deer;Abattoir;China;GHGs;kg CO2e;0.431522552226;0.0317071051223
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Austria;Waste;kg;0.0535844380156;0.000626973927489
3.0;Precious skin;Precious skin - snake - wild;Tanning - precious skins;China;GHGs;kg CO2e;10.1945396219;0.749067083045
